ID,标签,标题                            ,问题                                                                                                                                                            ,答案                                                                                                                                                                                                                                                             ,省份 ,年份
13,0 ,提档的几率多大                       ,您好，我是海南理工考生，高考成绩649分，比省控线超110分，位次4908，有希望被贵校提档吗？谢谢                                                                                                            ,去年录取最低排位5058，有机会                                                                                                                                                                                                                                               ,海南 ,2018
14,0 ,关于中外合作办学专业的信息咨询               ,请问老师：贵校中外合作办学专业办学信息在哪里可以查询到？我想全面了解一下，是与哪个外国学校合作办学，学制几年，是否要出国学习，学费以及是否有就业推荐，等等。谢谢！                                                                             ,http://zsb.gdut.edu.cn/dpzw.jsp?urltype=tree.TreeTempUrl&wbtreeid=2351                                                                                                                                                                                         ,广东 ,2018
15,0 ,我是广东考生，今年理科507分，排名6.3万。请问可否上贵校,我是广东考生，今年理科507分，排名6.3万。请问可否上贵校？是否有历年的分数统计表和专业分数统计表（包含最低排名）？非常感谢！                                                                                              ,可考虑填报我校本科国际班，数据可到我校招生办网站查看http://zsb.gdut.edu.cn/xxcx/wnlq1/a2017nlqqk.htm                                                                                                                                                                                     ,北京 ,2018
16,0 ,四川美术生                         ,针对贵校招生章程我提出以下几个问题：1.2017年美术类本科专业录取分数线表中四川省按术科录取最高分为363分是否为笔误？若为笔误那么术科最高分是多少分？2.2018年四川教育考试院规定四川美术生按照专业成绩进行投档，那么贵校招生章程中所述“按照综合分排队，从高到低录取”的规则对四川考...[详细]        ,1.笔误，术科最高分为263分2.不影响，只招收一个专业：设计学类，1:1投档，即投档达线就录取为该专业3.承认，不超过20分                                                                                                                                                                                                ,四川 ,2018
17,0 ,老师您好！咨询                       ,我是宁夏理科497，超过一本线34分，省内排名6502，能上贵校电器自动化和软件工程专业吗？？？                                                                                                              ,该名次很有希望进入我校，但这两个专业是热门专业，需视具体生源志愿专业填报而定                                                                                                                                                                                                                         ,宁夏 ,2018
18,0 ,招生政策问题                        ,请问贵校今年的国家专项计划人数是多少，也是分配到各个省份吗                                                                                                                                 ,安徽省是理科16人，文科4人                                                                                                                                                                                                                                                 ,安徽 ,2018
5 ,0 ,报考管理科学                        ,老师您好！我是安徽今年理工总分568，省排名23836，请问今年贵校招收环境工程专业吗？按以往情况能否录取，另咨询下贵校毕业生读两专业是否可获双学位证，多谢！                                                                               ,我校近两年在安徽省的录取最低分比安徽省比一本线高出30多分，你的分数比一本线高出50分，很有希望能被我校录取。今年我校环境工程专业，在安徽省计划招生3名。我校鼓励学有余力的学生攻读本校双专业、双学位，目前开通接收双修学生的专业有法学、计算机科学与技术、会计学、工商管理、信息管...[详细]                                                                                                              ,安徽 ,2016
6 ,0 ,请问广西考生多少分可以上贵校？               ,请问广西考生多少分可以上贵校？                                                                                                                                               ,按往年，我校在广西录取的最低分比广西一本线高出40分左右。                                                                                                                                                                                                                                  ,广西 ,2016
7 ,0 ,请问河北考生多少分可以上贵校？               ,贵校在河北有本二招生计划吗？建筑设计高出多少分可以？                                                                                                                                    ,我校在河北省是一本招生。                                                                                                                                                                                                                                                   ,河北 ,2016
8 ,0 ,报考                            ,我想请问一下，今年2016本校最低录取分数线或大概多少分数能被录取。                                                                                                                            ,上了一本线，即可报考。广东工业大学在广东省的理科招生计划是6620，是广东省一本招生规模最大的学校，考生报考我校录取机会更大。                                                                                                                                                                                                ,广东 ,2016
9 ,0 ,你好                            ,你好！请问今年报考贵校电气工程及其自动化专业大概在省里得排多少名                                                                                                                              ,往年，我校电气工程及其自动化专业，在广东省录取最低排位在23000名左右。                                                                                                                                                                                                                          ,广东 ,2016
10,0 ,人数                            ,老师您好，请问广工今年一共招多少人？                                                                                                                                            ,理科6620，文科496，美术类490，另外还有广东地方专项计划理科140、文科130                                                                                                                                                                                                                    ,广东 ,2015
11,0 ,报考                            ,老师你好，我是今年广东的理科考生，总分594，想报电气工程及其自动化，但是我是色弱的，不知道有没有影响                                                                                                           ,‍我校的电气工程及其自动化专业是不招色盲，对色弱没有限制，详情请查询我校招生办网站。‍                                                                                                                                                                                                                    ,广东 ,2014
12,0 ,山西理科考生                        ,刚达山西一本线，有没有希望录取？如何合理有梯度的报考专业？在山西排名28261.                                                                                                                      ,往年详情的录取情况，请到招生办网站查询。报考专业应冷热结合，拉开梯度，留有录取余地。                                                                                                                                                                                                                     ,山西 ,2014
13,0 ,理科                            ,您好！超一本13，有希望进贵校吗？哪些专业把握大一点？                                                                                                                                   ,详情请查看我校的招生办网站，上面有详细的往年专业的录取情况。                                                                                                                                                                                                                                 ,云南 ,2014
14,0 ,建筑学加试美术                       ,请问贵校建筑学专业什么时候开始加试素描？                                                                                                                                          ,入学后参加，详情入学后会通知                                                                                                                                                                                                                                                 ,广东 ,2014
15,0 ,报考                            ,老师您好，我是广东往届毕业生，今年高考537分，能报读贵校电气自动化专业吗？                                                                                                                        ,我们学校今年是在一本招生，要达到一本线才可以报考我校。                                                                                                                                                                                                                                    ,广东 ,2014
16,0 ,广东理科报考                        ,我的高考分数超一本线9分，有希望报考贵校吗？                                                                                                                                        ,我们建议上一本线的考生大胆报考我校，因为今年我校整体上一本，招生规模最大。                                                                                                                                                                                                                          ,广东 ,2014
17,0 ,我是广西考生，询问一个很重要的问题。            ,广西，超一本36分，想报考贵校的软件工程，然而贵校由二本转一本，若我报考竞争就更大了啊啊，如果是二本，那胜算才大，但不是。若考生扎堆报广工大，我还有胜算吗？？？顺便问一下，软件工程的卓越工程师班与其他班有什么区别？                                                   ,详情的广西往年录取的情况和请到我校招生办网站查询。                                                                                                                                                                                                                                      ,广西 ,2014
18,0 ,河南考生                          ,你好请问542能报贵校国防生么                                                                                                                                               ,我校国防生在河南省是第二批次招生。                                                                                                                                                                                                                                              ,河南 ,2014
5 ,0 ,报考                            ,广东理科559服从调剂能上贵校吗                                                                                                                                              ,2014年我校整体在广东省进入一本招生行列。                                                                                                                                                                                                                                         ,广东 ,2014
6 ,0 ,报考                            ,546可能被录取吗？服从专业调剂.                                                                                                                                             ,‍2014年我校整体在广东省进入一本招生行列。‍                                                                                                                                                                                                                                       ,广东 ,2014
7 ,0 ,山西理科咨询                        ,老师您好，我今年的成绩高于一本线17分可以报考贵校的热门专业吗？例如电气，机械，车辆，自动化，土木。辛苦您了                                                                                                        ,详情的往年录取情况和在山西省招生专业计划请到我校招生办网站查询，                                                                                                                                                                                                                               ,山西 ,2014
8 ,0 ,安徽理科生求教                       ,您好，我是安徽理科，今年考了516，安徽一本分数线489，请问报考贵校有希望被录取吗？需要注意些什么？多谢！                                                                                                        ,2013年我校在安徽省录取的最低分是505分，录取希望取决于安徽省考生的报考人数。                                                                                                                                                                                                                      ,安徽 ,2014
9 ,0 ,咨询                            ,您好老师，我喜欢土木类，请问服从调剂是否能分配到相似的专业                                                                                                                                 ,服从专业调剂，我校会根据考生总成绩并兼顾单科成绩，调剂到招生计划有空额的专业录取。                                                                                                                                                                                                                      ,广西 ,2014
10,0 ,报考                            ,558分能上广工吗？如果能上，请问我能读什么专业？                                                                                                                                     ,‍2014年我校整体在广东省进入一本招生行列。‍                                                                                                                                                                                                                                       ,广东 ,2014
11,0 ,贵校有师范专业吗？                     ,贵校有师范专业吗？                                                                                                                                                     ,没有                                                                                                                                                                                                                                                             ,广东 ,2014
12,0 ,广东第一批两个志愿组的专业录取问题             ,您好！我是广东的理科考生。广东第一批有两个志愿组，各有三个院校。如果贵校在第一志愿组未录满，将参加第二志愿组的录取。我的问题是：在分配专业时，是将第一、第二两个志愿组一起分配？还是第二志愿组只分配第一志愿组剩余的专业？请赐教，谢谢！                                          ,第二志愿组是在第一志愿组录取结束后才进行的，所以第二志愿组投档进来的考生，所安排的专业是第一志愿组考生录取完毕后所剩下的。                                                                                                                                                                                                  ,广东 ,2014
13,0 ,请问贵校有师范专业吗？                   ,请问贵校有师范专业吗？                                                                                                                                                   ,没有                                                                                                                                                                                                                                                             ,广东 ,2014
14,0 ,老师你好                          ,广东工业大学2014年属于第几批次录取                                                                                                                                           ,在甘肃录取的方式，理科为第一批次，文科为第二批次，详情请到http://zsb.gdut.edu.cn/index.html了解。                                                                                                                                                                                              ,甘肃 ,2014
15,0 ,报考                            ,老师您好，安徽理科，贵校在安徽是一本招生么，预计超一本线20分，能否被录取？                                                                                                                        ,是的，招生计划数为89人，能否录取要视安徽的报考人数为定，你可以登陆我校招生办网站，详情了解往年在安徽的录取情况。                                                                                                                                                                                                      ,安徽 ,2014
16,0 ,文科专业                          ,老师您好！请问报考贵校各专业有级差吗？选专业是分数优先还是自愿优先？如果志愿填服从调剂，被录取到贵校孩子不太中意的专业，那么孩子在校学习期间可以转专业吗？转专业的比例是多少？有什么条件？或可以補修一本其他专业吗？贵校和国外的哪些学校有交换生的指标吗？和国外的哪些学校有2+...[详细]               ,"家长您好！我校专业录取采用分数优先原则，专业之间不设级差。目前我校暂没在校学习期间转专业的机制，但我校有辅修、修读双专业和双学位的机制，为成绩优秀、学有余力的学子提供更宽广的学习平台。我校和欧美多家高校有2+2,3+1,互认学分等交流模式，以拓展学生的国际视野。我校的硕士点涵盖...[详细]"                                                                                                           ,四川 ,2014
17,0 ,报考                            ,广东考生，文科566能被贵校录取的可能性录取吗                                                                                                                                       ,可冲一下。                                                                                                                                                                                                                                                          ,广东 ,2013
18,0 ,报考                            ,老师您好，我是广东美术文科生，专业考了229，文化考了440特别喜欢贵校，问有机会不                                                                                                                    ,根据我校美术类录取规划，你凭文化分录取的机会较大，欢迎报考。                                                                                                                                                                                                                                 ,广东 ,2013
5 ,0 ,报考                            ,老师您好我是广东理科生554分比一本线低20分56562名能上贵校吗                                                                                                                            ,可冲一下。                                                                                                                                                                                                                                                          ,广东 ,2013
6 ,0 ,报考咨询                          ,我是广东理科考生，571分，请问报考贵校的工程管理专业希望大么？若是想在一本中报考贵校的电气及其自动化专业，通过补录进去的机会大么？                                                                                            ,若工程管理填第一专业志愿，录取机会较大。                                                                                                                                                                                                                                           ,广东 ,2013
7 ,0 ,咨询                            ,我是广东理科生，总分554，服从调剂，可能被录取吗？                                                                                                                                    ,冲一下，有可能。                                                                                                                                                                                                                                                       ,广东 ,2013
8 ,0 ,报考                            ,您好，我是广东考生，考了546，能报贵校的药学专业吗？                                                                                                                                   ,我校没有药学专业。                                                                                                                                                                                                                                                      ,广东 ,2013
9 ,0 ,专业                            ,请问文科有可报的一本吗?是哪些？                                                                                                                                              ,我校在广东一本录取的专业均为理工类。                                                                                                                                                                                                                                             ,广东 ,2013
10,0 ,报考                            ,你好！我系广东文科考生（女），583分，报广工经贸类专业，有多大把握？其他专业呢？                                                                                                                     ,应可录取，放心报考。                                                                                                                                                                                                                                                     ,广东 ,2013
11,0 ,报考                            ,您好！我是广东理科学生，高考成绩579，超过重点线5分，我想了解如果我报贵校的环境工程专业这个第一批专业，可以进吗？谢谢！                                                                                                 ,有可能，往年环境工程并非热门专业，欢迎报考。                                                                                                                                                                                                                                         ,广东 ,2013
12,0 ,湖南理科学生问能否上线                   ,老师你好。我是湖南的一名理科考生。高考分数515.。我想请问下。能否到贵校就读。。能够选到什么专业。。                                                                                                           ,只要专业志愿之间形成一定的梯队，按专业志愿录取的机会很大，欢迎报考。                                                                                                                                                                                                                             ,湖南 ,2013
13,0 ,工业工程学习内容和就业方向                 ,请问贵校的工业工程专业主要学习内容以及它学习应用范围是什么?就业时主要工作是什么?女生就业是是否有歧视?                                                                                                          ,请到我办页院系介绍栏目了解该专业详情，招办网址：http://zsb.gdut.edu.cn                                                                                                                                                                                                                 ,广东 ,2013
14,0 ,卓越工程师班创新班                     ,贵校的卓越工程师班和创新班有和区别？各有什么特色？河南理科527超一本22分被这两个班录取机会大不大？                                                                                                           ,创新班偏学术，希望创新班毕业的学生继续攻读研究生（可推荐免试入读），卓越班更注重对学生创新实践能力的培养。你的分数有可能上得了这两个专业，欢迎报考。                                                                                                                                                                                     ,河南 ,2013
15,0 ,老师你好                          ,我是山西考生，理工科，超二本线33分，可能进入贵校学习么？                                                                                                                                 ,我校今年在山西省的录取批次安排在第一批次。                                                                                                                                                                                                                                          ,山西 ,2013
16,0 ,专业问题                          ,我是广东理科生，591分，想报考贵校的创新班或卓越班，能录取吗？还有创新班与卓越班的区别是什么？                                                                                                              ,有可能，具体要视出档情况而定。                                                                                                                                                                                                                                                ,广东 ,2013
17,0 ,江西理科                          ,您好，我的分数比一本线高了15分，报考贵校有希望被录取吗?                                                                                                                                 ,可冲一下。                                                                                                                                                                                                                                                          ,江西 ,2013
18,0 ,安徽考生咨询                        ,我是安徽考生，理科506分，超一本16分，排名34470，报考贵校录取概率大不大？还有今年二本不在安徽招生了吗？查不到                                                                                                   ,我校今年在安徽省的录取批次在一本，你的分数可报考我校，录取机会较大。                                                                                                                                                                                                                             ,安徽 ,2013
5 ,0 ,山西                            ,老师我是山西的一名理科考生（非艺体），考了477高出二本线37分被该校录取的几率大吗？谢谢                                                                                                                 ,我校今年在山西省的录取批次在本一批B                                                                                                                                                                                                                                             ,山西 ,2013
6 ,0 ,报考                            ,"您好，我是云南理科考生，501分,含有10分的足球二级运动员加分，不知能否报考贵校一本，如果可以能报考什么专业"                                                                                                     ,可以取考，专业视出档情况而定。                                                                                                                                                                                                                                                ,云南 ,2013
7 ,0 ,报考                            ,老师好我是广西文科考生，今年分数538，低于一本线3分，专业可服从调剂，有机会上该校吗                                                                                                                   ,可冲一下                                                                                                                                                                                                                                                           ,广西 ,2013
8 ,0 ,录取咨询                          ,尊敬的老师，您好，我是一名甘肃考生，在2013年高考中考了503分（其中有20分是甘肃省乒乓球一级运动员加分，全国承认。）高于一本线14分，我在本科二批中第一志愿报考了贵校的土木工程专业，请问老师，我是否能被录取？谢谢老师。                                              ,录取可能性很大，欢迎报考。                                                                                                                                                                                                                                                  ,甘肃 ,2013
9 ,0 ,广东理科生咨询                       ,老师好！我是广东的理科生，今年高考595分，高出一本21分，请问能进入贵校吗，与计算机有关的专业有希望录取吗？谢谢老师                                                                                                   ,按你的分数，填报我校后被计算机有关的专业录取的机会很大。                                                                                                                                                                                                                                   ,广东 ,2013
10,0 ,廣東考生關於平行志願的疑問                 ,廣東考生關於平行志願的疑問就是說會不會發生下列情況：一所院校，我報了若干志願，第一個志願上不了，然後第二志願本來可以的，由於人家已經招滿了，導致了我的杯具發生會有這種情況嗎？                                                                       ,我校专业录取按分数优先原则进行，你说的情况不会发生。若某高校专业录取实行专业志愿优生的原则，你所述的情况将有可能发生。                                                                                                                                                                                                    ,广东 ,2013
11,0 ,我是安徽考生                        ,您好，我是安徽考生，今年我理科考505分，超一本线15分，排名在35000--35670名，想报考贵校，希望大吗？贵校在安徽投档比例是多少？投上档的考生如果选择服从专业调剂，还会不会出现退档的情况？                                                           ,可考虑报考我校，我校投档比例不高于105，出档考生若专业服从调剂，符合专业录取条件，不会退档。                                                                                                                                                                                                                ,安徽 ,2013
12,0 ,咨询国防生                         ,贵校历年在河南招录国防生的理科分数是多少？今年河南1本505.我考497，排位63386报考贵校有希望没。                                                                                                         ,可以报考，今年我校在河南省国防生招生仍执行二本分数线。                                                                                                                                                                                                                                    ,河南 ,2013
13,0 ,关于美术类考生                       ,您好，我是广东美术生，文科的，术科统考考了248分，而文化刚踏线，我十分喜欢贵校，文化过了线，但是有点低，能被贵校录取么？                                                                                                 ,因你术科统考分数较高，按术科录取无问题（按术科录取，文化分只须过省线；若按文化分录取，术科只须过省线），欢迎报考我校。我校美术类录取规则：出档考先按术科成绩排序，由高到低录取招生计划总数的60%，未录取的出档考生再按文化总分排序，由高到低录取招生计划总数的40%。                                                                                                                           ,广东 ,2013
14,0 ,广东美术生                         ,美术统考232分文化445分请问有机会录取吗                                                                                                                                        ,文化分较高，录取机会很大，请到我校招生办主页了解我校美术类录取规则。                                                                                                                                                                                                                             ,广东 ,2013
15,0 ,二本专业                          ,您好。我是广东理科考生，建筑、工程管理、会计学、财务管理之类的专业调档分数比较高吗？567分能考上什么？                                                                                                          ,567出档到我校应无问题，专业要视出档情况而定。                                                                                                                                                                                                                                       ,广东 ,2013
16,0 ,关于报考的咨询                       ,你好，我是广东清远的文科生，考了581分，请问报考贵校吗                                                                                                                                  ,欢迎报考，一本及二本A类均可填报。                                                                                                                                                                                                                                              ,广东 ,2013
17,0 ,能读电气自动化或机械类吗                  ,我是云南理科考生，考了549，超出一本线54，能否就读电气自动化或机械类吗？谢谢！                                                                                                                     ,根据往年在云南省录取情况，你属高分考生，你所述两类专业应能如愿录取。                                                                                                                                                                                                                             ,云南 ,2013
18,0 ,报考                            ,你好，请问广州市外的文科570分被录取机会大吗？谢谢~~                                                                                                                                  ,有机会。                                                                                                                                                                                                                                                           ,广东 ,2013
5 ,0 ,文科579                         ,您好！我是广东考生，成绩为579，想报考贵校经济学，国际贸易，工商管理，市场营销这几个专业，如果不服从专业，我被录取机会大吗？                                                                                               ,按你的分数报考你所述的专业，录取机会很大。                                                                                                                                                                                                                                          ,广东 ,2013
6 ,0 ,关于投档的问题                       ,老师好，我想了解一下，今年投档每组只投一次，是不是？如果这样，那专业没被录取，高于投档线，风险就很大了吧                                                                                                          ,如出档到某高校后未能按所填专业录取且你不服从调剂，将面临退档的风险。                                                                                                                                                                                                                             ,广东 ,2013
7 ,0 ,安徽理科生                         ,高考分数为492超出一本2分，有望报上贵校吗                                                                                                                                        ,可以冲一下。                                                                                                                                                                                                                                                         ,安徽 ,2013
8 ,0 ,2A报考                          ,"您好，我是广东理科564,进入贵校几率有多大？"                                                                                                                                     ,机会很大                                                                                                                                                                                                                                                           ,广东 ,2013
9 ,0 ,报考理科生                         ,我是2013广东高考生考了510，请问报考贵校的专科希望大吗                                                                                                                                ,我校今年不招专科。                                                                                                                                                                                                                                                      ,广东 ,2013
10,0 ,报考                            ,您好，我是今年广东高考理科考生，561分，报考贵校市场营销会展经济与管理国际经济与贸易，有机会吗？                                                                                                             ,有机会                                                                                                                                                                                                                                                            ,广东 ,2013
11,0 ,报考                            ,老师，您好，我是广东理科考生，569分，想报考贵校的土木工程专业，能录取吗？谢谢                                                                                                                      ,土木工程往年录取最低分在一本线下几分，569上土木工程的机会不大，供参考。                                                                                                                                                                                                                          ,广东 ,2013
12,0 ,专业问题                          ,您好！我是广东理科生，只考了567分，能报考贵校的英语专业吗                                                                                                                                ,有一定机会。                                                                                                                                                                                                                                                         ,广东 ,2013
13,0 ,美术类                           ,你好，我是广东的考生。美术联考234，文化402.请问报考贵校的美术专业录取的机会大吗?比如说美术学。或服从调配。                                                                                                     ,机会与风险并存，供参考。                                                                                                                                                                                                                                                   ,广东 ,2013
14,0 ,老师好！！！湖南理科考生求助                ,我是湖南理科的今年差一本7分，可以报考贵校吗？什么专业可？                                                                                                                                 ,根据往年湖南省录取情况，我校录取最低分超过一本线。                                                                                                                                                                                                                                      ,湖南 ,2013
15,0 ,理科生女生                         ,您好，我是广东的理科生。我考了548分，进入本校的可能性是不是很小？                                                                                                                            ,可能性较小，供参考。                                                                                                                                                                                                                                                     ,广东 ,2013
16,0 ,请教老师，谢谢！                      ,广东文科考生，分数是574，请问报读贵校，专业服从分配的话，能录到吗？谢谢老师解答！                                                                                                                    ,应可录到。                                                                                                                                                                                                                                                          ,广东 ,2013
