ID,标签,标题                            ,问题                                                                                                                                             ,答案                                                                                                                                                                          ,省份 ,年份
5 ,0 ,安徽表演                          ,贵校今年对安徽的招生人数会不会增加？表演统考100名左右，文化课需要多少?                                                                                                          ,你好。2020年我校没有在安徽省份设置校考，目前2020年的招生计划也尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！                      ,安徽 ,2020
6 ,0 ,贵校疫情期间进行初试上传视频嘛？              ,就是要不要进行网上初试                                                                                                                                    ,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                               ,湖南 ,2020
7 ,0 ,安徽播音招生                        ,请问贵校播音专业今年还是在安徽省使用统考成绩招生吗？招生计划是几人？                                                                                                             ,你好。2020年我校没有在安徽省份设置校考，目前2020年的招生计划也尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！                      ,安徽 ,2020
8 ,0 ,报名                            ,麻烦问一下贵校现在还能报名吗？                                                                                                                                ,你好。我校已于2020年1月16-17日在郑州市二十四中开展了2020年艺术类专业校考的初试工作，目前不会再在河南省份安排报名考试工作了。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健...[详细]           ,河南 ,2020
9 ,0 ,校考                            ,请问广东海洋大学在湖南会取消校考吗？                                                                                                                             ,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                               ,湖南 ,2020
10,0 ,黑龙江招生                         ,老师你好我是黑龙江的传媒类艺考生，去年贵校在黑龙江通过统考成绩招录考生，请问今年还在黑龙江通过统考招生吗？                                                                                          ,你好。2020年我校没有在黑龙江省份设置校考，目前2020年的招生计划也尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！...[详细]              ,黑龙江,2020
11,0 ,河北美术                          ,请问贵校今年招收河北美术生吗怎样录取原则？                                                                                                                          ,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！                                            ,河北 ,2020
12,0 ,山西美术考生                        ,山西大概招生多少人？往年分数线多少？19年综合分最高分和最低分各多少？                                                                                                            ,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！                                            ,山西 ,2020
13,0 ,最后八十天会不会学文化学着学着途中要校考视频作品      ,会不会高考前复习文化时要校考初试舞蹈视频？？                                                                                                                         ,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                               ,湖南 ,2020
14,0 ,江苏音乐校考成绩大概什么时候可以公布呢？          ,江苏音乐校考大概什么时候可以公布？今年音乐招江苏器乐考生多少人？谢谢😊                                                                                                           ,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                          ,江苏 ,2020
5 ,0 ,关于报名                          ,老师好！报名的时候通道因为疫情关闭了，什么时候可以再开放或者是补报呢？                                                                                                            ,你好。我校艺术类专业在广东的报名时间设置为2020年1月17日-2月20日，并没有因为疫情关闭，在此报名期间一直都是开通的。将来是否再开放或者补报，现在尚未确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公...[详细]             ,广东 ,2020
6 ,0 ,我是湖南舞蹈生请问贵校还会组织2020年校考吗？什么时候呢？,我是湖南舞蹈生请问贵校还会组织2020年校考吗？什么时候呢？                                                                                                                 ,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                               ,湖南 ,2020
7 ,0 ,湖南校考                          ,请问贵校拟在湖南长沙的校考还会继续进行吗？湖南文科生如果专业合格了报考贵校的播音主持专业和表演专业文化一般要多少分呀？                                                                                    ,你好。具体方案要等省招生部门的通知才能确定。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                          ,湖南 ,2020
8 ,0 ,退费                            ,老师您好，我是湖南省表演艺考生，想问一下补考费是否可以退回                                                                                                                  ,你好。我校没有“补考费”这项收费。谢谢你的提问。祝你身体健康、学业进步！                                                                                                                                        ,湖南 ,2020
9 ,0 ,甘肃                            ,你好，对于2020年甘肃省音乐类考生校考还会继续举行还是将会取消校考？                                                                                                            ,你好。具体方案要等省招生部门的通知才能确定。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                          ,甘肃 ,2020
10,0 ,甘肃播音考生                        ,老师你好，请问甘肃播音校考怎么安排                                                                                                                              ,你好。具体方案要等省招生部门的通知才能确定。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                          ,甘肃 ,2020
11,0 ,不要取消校考                        ,希望湖南省音乐类校考招生不要取消，不要按照省联考成绩录取，不然对于联考失利的学生来说太不公平了，希望能够采取校考方式招生，给校考失利的学生一个机会。                                                                     ,你好。具体方案要等省招生部门的通知才能确定。参加我校的校考必须先取得湖南省的统考合格。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                     ,湖南 ,2020
12,0 ,云南音乐统考                        ,成绩193.3，双达线可以录得到吗                                                                                                                              ,你好。2020年的招生计划尚未制定，如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                              ,云南 ,2020
13,0 ,出成绩                           ,江西年前考试的什么时候出成绩呢！                                                                                                                               ,你好。鉴于疫情的影响，目前江西省份的校考成绩尚未公布。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                     ,江西 ,2020
14,0 ,云南音乐统考                        ,成绩193.3，可以录得到吗？文化成绩需要多少                                                                                                                        ,你好。2020年的招生计划尚未制定，如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                              ,云南 ,2020
5 ,0 ,合格证                           ,你好，江苏省艺考合格证发放会受疫情影响延长发放时间吗？大约会什么时间发放呢？                                                                                                         ,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                     ,江苏 ,2020
6 ,0 ,请问今年广东省的音乐教育系打算招多少人           ,我的广东统考分是224，声乐81钢琴75，请问大概要文化多少分才能被录取，大概就行                                                                                                      ,你好。2020年的招生计划尚未制定，如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                              ,广东 ,2020
7 ,0 ,舞蹈校考                          ,你好关于校考问题什么时候考？怎么考？会不会取消认统考成绩                                                                                                                   ,你好。具体方案要等省招生部门的通知才能确定。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！                                                          ,甘肃 ,2020
8 ,0 ,关于校考报名费能否退费                   ,请问校考报名费能不能退费呢                                                                                                                                  ,你好。根据湖南省教育考试院的通知要求，我校2020年在湖南设点艺术类专业校考的报名缴费工作由网报服务点（湖南师范大学（招生与就业指导处））负责，具体的缴费、退费工作请咨询湖南省教育考试院和网报服务点。谢谢你的提问。祝你身体健康、学业进步！                                                     ,湖南 ,2020
9 ,0 ,咨询播音主持专业                      ,请问贵校这届播音主持专业录取政策有什么变化？何时可以出艺考成绩？今年预估录取线是多少？贵校播音专业毕业生再深造学习或就业有何政策？                                                                              ,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。有关毕业后再深造学习方面的信息你可以登录学校研究生院网页http://yjs.gdou.edu.cn/main/default/I...[详细],江苏 ,2020
10,0 ,河南考生                          ,您好我是河南艺术类播音考生校考已经考了贵校请问大概什么时候出成绩                                                                                                               ,你好。鉴于疫情的影响，目前河南省份的校考成绩尚未公布。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。                                                                 ,河南 ,2020
11,0 ,表演考试方式                        ,是否会采取线上考试                                                                                                                                      ,你好。具体方案要等省招生部门的通知才能确定。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。                                                                      ,广东 ,2020
12,0 ,请问今年已经考过的分数什么时候出呢             ,.                                                                                                                                              ,你好。鉴于疫情的影响，目前江西省份的校考成绩尚未公布。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。                                                                 ,江西 ,2020
13,0 ,校考时间形式分数线？                    ,我是湖南单簧管艺术生已经报名贵校校考并且已经缴费请问贵校今年校考时间推迟到何时举行，校考形式是啥？因为是单簧管艺术生还需要钢琴伴奏吗？贵校录取选择是什么？我们湖南文化总分是750分贵校认为在哪个分数线上才有报名可能？贵校去年文科艺术生录取分数线是多少？                 ,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。历年的录取分数线等数据你可以登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。                                                                   ,湖南 ,2020
14,0 ,来自艺术类考生的疑问                    ,老师你好，我是20届的艺术类播音主持专业的考生，我想请问一下，贵校（会不会进行线上考试)，（大概在什么时候进行考试)，（贵校录取的文化课分数线在多少左右)，我400多左右会不会有点勉强，以上是我对贵校艺术类的疑问，望老师帮我解答一二，谢谢老师。                     ,你好。具体要等省招生部门的通知才能确定。历年的录取分数线等数据你可以登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。                                                                                ,广东 ,2020
5 ,0 ,关于校考时间舞蹈生                     ,您好，请问，会实行网上交视频作品网上初试的措施吗？或者直接高考后在湖南考点进行现场校考？                                                                                                   ,具体等省招生部门的通知才能确定。谢谢的提问。                                                                                                                                                      ,湖南 ,2020
6 ,0 ,文科专业                          ,老师您好！请问报考贵校各专业有级差吗？选专业是分数优先还是自愿优先？如果志愿填服从调剂，被录取到贵校孩子不太中意的专业，那么孩子在校学习期间可以转专业吗？转专业的比例是多少？有什么条件？或可以補修一本其他专业吗？贵校和国外的哪些学校有交换生的指标吗？和国外的哪些学校有2+...[详细],你好！我们学校的招生没专业级差。选专业是分数优先。进校之后可以申请转专业，具体转专业的人数和比例每年都不一样。可以申请辅修其他专业。目前和台湾、韩国等一些国家有交换生。                                                                                        ,四川 ,2014
7 ,0 ,您好，我是郑州高中美术组的老师，咨询下去年美术类的录取分数 ,您好，我是郑州高中美术教研组的老师，我这里今年有几个学生已经取得了贵校的专业合格证，想要报考贵校的美术类专业，想咨询下2013年贵校美术类专业在河南的录取情况（录取的最低分数）供学生参考，还望招办老师百忙之中答复，谢谢您。                                ,你好！我们给各个取得合格证的考生邮寄合格证时，里面附有一张去年的录取参考资料，上面有比较详细的资料，请仔细查看。欢迎报考我们学校！                                                                                                           ,河南 ,2014
8 ,0 ,咨询                            ,为什么该贵校有些专业没有特定的代码呢？例如生物技术没有哦                                                                                                                   ,专业代码以省招生办公布的为准。                                                                                                                                                             ,广东 ,2013
9 ,0 ,广东体育生                         ,我是广东体育生，文化科418分，体育专业科206分，报贵校录取的机会大吗？                                                                                                          ,第一志愿填报的话机会比较大。                                                                                                                                                              ,广东 ,2013
10,0 ,能否录取                          ,山西考生461，超二本线21分？能否被贵校录取？可被贵校哪些专业录取？希望大不大？                                                                                                      ,您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。                                                                                                                                       ,山西 ,2013
11,0 ,专业                            ,老师，我是安徽文科考生，高考分524，过二本线26分，省内排名20718.请问我有机会被贵校录取吗？若有可能，报考哪些专业的可能性较大？外省考生是不是风险较大？                                                               ,您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。专业的填报主要看个人的兴趣和以后的就业意向。                                                                                                                 ,安徽 ,2013
12,0 ,美术生咨询                         ,你好，我是广东省的美术生，我的文化成绩447，联考226，有望被录吗？什么专业几率大些，谢谢老师了！                                                                                             ,第一志愿填报的话，机会比较大                                                                                                                                                              ,广东 ,2013
13,0 ,广东理科考生                        ,530进贵校的机会有多少服从专业调剂                                                                                                                             ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                           ,广东 ,2013
14,0 ,报考咨询                          ,"我是河南理科考生,分数483,高二本40分。报你校二本有希望吗?若有专业选择余地大吗?可否报你校较优势专业?是否必须第一志愿报考？谢谢！"                                                                         ,您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。专业的填报主要看个人的兴趣和以后的就业意向。                                                                                                                 ,河南 ,2013
5 ,0 ,广东考生                          ,本人高出2a26分，有可能被该校录取吗，希望给予准切回答，具体不要太笼统                                                                                                           ,参照往年的情况，有希望被录取                                                                                                                                                              ,广东 ,2013
6 ,0 ,咨询                            ,广东考生高2A23分报考贵校较热门的专业被录取的机会大吗                                                                                                                   ,应该可以。                                                                                                                                                                       ,广东 ,2013
7 ,0 ,江苏考生                          ,我是江苏考生，超本2线18分，物化AB，请问老师，我报考贵校机械制造专业机会大吗？                                                                                                      ,这个是我们学校的热门专业，每年的分数相对较高。                                                                                                                                                     ,江苏 ,2013
8 ,0 ,报考                            ,山西文科497报考会计学机会大么                                                                                                                               ,有希望。                                                                                                                                                                        ,山西 ,2013
9 ,0 ,如何填报志愿？                       ,广东理科486分，填报第一志愿组：广东海洋大学寸金学院、广东技术师范学院天河学院、广东白云学院，谁排在ABC比较合适？                                                                                    ,填报学校建议参考一下这几个学校往年的录取分数线及录取考生的最低排位。                                                                                                                                          ,广东 ,2013
10,0 ,报考咨询                          ,老师，你好！我是广东的考生，今年考了416（理科）。如果报读贵校有多大成功率？如果有幸被贵校录取，我选计算机网络技术专业的学费是多少？本人在线急切期待您的答案！谢谢老师！                                                          ,参照往年的情况，有希望被录取。学费是5500每年。                                                                                                                                                   ,广东 ,2013
11,0 ,河南理科，过二本线46分                  ,可被贵校录取吗，可报贵校哪个专业                                                                                                                               ,您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。专业的填报主要看个人的兴趣和以后的就业意向。                                                                                                                 ,河南 ,2013
12,0 ,咨询                            ,刚过2a4分可报贵校吗？                                                                                                                                   ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                           ,广东 ,2013
13,0 ,报考贵校                          ,我是广东考生，理科总分528，有机会被贵校本科录取吗？                                                                                                                    ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                           ,广东 ,2013
14,0 ,咨询                            ,您好，贵校是否有专业级差？                                                                                                                                  ,没有                                                                                                                                                                          ,山西 ,2013
5 ,0 ,报考                            ,额.我的分数超二A9分，请问能上贵校吗？需要服从调配么？                                                                                                                   ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。建议服从调剂。"                                                                                    ,广东 ,2013
6 ,0 ,咨询                            ,我是广东考生.考了421.报考该院校专科是否有希望                                                                                                                      ,如果是理科，按照去年的录取情况，有希望被录取。                                                                                                                                                     ,广东 ,2013
7 ,0 ,咨询                            ,你好！广东高考文科547能报贵校吗？录取机率很大吗？                                                                                                                     ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                           ,广东 ,2013
8 ,0 ,广东理科考生                        ,"您好,我是广东理科考生,518分的高考成绩我想把第一志愿选在贵学校,请问可以被录取吗"                                                                                                   ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                           ,广东 ,2013
9 ,0 ,表演（播音主持方向）录取咨询                ,你好，我是表演（播音主持）的考生，艺术分全省56，文科，文化分441，有希望能录取吗                                                                                                     ,参照去年的录取情况，在填报第一志愿的情况下有希望被录取。                                                                                                                                                ,广东 ,2013
10,0 ,报考咨询                          ,我是广东文科生，464分能读本校？                                                                                                                              ,参照去年的录取情况，在填报第一志愿的情况下有希望被录取。                                                                                                                                                ,广东 ,2013
11,0 ,我要进校                          ,我是安徽考生467可以进贵校吗？                                                                                                                               , 请查看我校招生网页上公布的往年的录取数据作为参考。                                                                                                                                                  ,安徽 ,2013
12,0 ,广东理科生                         ,我今年考了528有机会进入贵校吗？                                                                                                                              ," 我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                          ,广东 ,2013
13,0 ,安徽理科考生                        ,我是安徽理科考生，今年考了469，高出二本线40分，全省排名68049，有机会进贵校吗？                                                                                                   , 您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。往年的录取数据可登录我校招生网页查看。                                                                                                                   ,安徽 ,2013
14,0 ,报志愿                           ,我是山西考生.高二本线36分.能被录取吗？？                                                                                                                         , 您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。往年的录取数据可登录我校招生网页查看。                                                                                                                   ,山西 ,2013
5 ,0 ,广东文科生                         ,我省内文科567.想报考贵校的英语或国际经济与贸易。有没有风险？？还有请问贵校的英语专业是商务英语还是翻译英语？？                                                                                      ,你可登录我校招生网查看往年各专业的录取分数线，以及专业介绍。                                                                                                                                              ,广东 ,2013
6 ,0 ,专业问题                          ,您好，请问入读贵校能够修读两个专业吗或是中途转专业吗？如果可以，需要什么条件或是要通过什么考试吗？                                                                                              ,按照学生学籍管理管理，可以选修第二专业，也可以申请转专业。具体条件和要求你可登录我校招生网上的“录取答考生问”查看。                                                                                                                  ,广东 ,2013
7 ,0 ,美术生                           ,请问术科225分，文化456分被录取贵校几率多大？还有术科227分，文化389分被录取的几率多大？                                                                                              ,参照去年的录取情况，在填报第一志愿的情况下都有希望被录取。                                                                                                                                               ,广东 ,2013
8 ,0 ,广东文科考生                        ,我是文科考生。我考了564，超二本线18分。全省排名30432.请问报贵校的英语系有望吗？                                                                                                  ," 我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                          ,广东 ,2013
9 ,0 ,报考咨询                          ,我是广东的考生，高考分数为553分，不知是否可以报考贵校？                                                                                                                  ," 我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                          ,广东 ,2013
10,0 ,报考咨询                          ,您好，我是广东的理科考生，今年544分，请问按该校的以往分数线，我的分数线适宜报该校的什么专业才可能最大几率的录取呢                                                                                     ," 我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。各专业的往年录取分数线可上我校招生网查看。"                                                                     ,广东 ,2013
11,0 ,报考                            ,老师你好，我是广西文科的一名考生，今年考了540分，一本线是541，我想报考贵校，有可能吗？                                                                                                 , 您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。往年的录取数据可登录我校招生网页查看。                                                                                                                   ,广西 ,2013
12,0 ,录取                            ,您好！我是贵州的文史类考生，今年高考成绩为519。我想请问一下，我将贵校填在第一平行志愿里，第一专业为会计，我被贵校录取的可能性有多大？                                                                           , 您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。往年的录取数据可登录我校招生网页查看。                                                                                                                   ,贵州 ,2013
13,0 ,咨询                            ,我是女生，请问贵校住宿条件如何？                                                                                                                               ,"学生公寓环境幽雅，布局合理，得天独厚，是学生读书、学习和生活的佳境。公寓全部根据南方亚热带气候的特点，设计新颖、南北座向，每二幢大楼组合为一个大院，公寓建设与校园绿化同步,公寓内外绿树成荫。寝室带有卫生间、洗漱间；寝室全部配备组合家具并安装电风扇；女生宿舍全部配备室内热水...[详细]"                           ,江苏 ,2013
14,0 ,录取                            ,我是江苏理科考生，高考成绩为319.比本二线高7分，请问能否录取贵校？                                                                                                            ,您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。往年的录取数据可登录我校招生网页查看。                                                                                                                    ,江苏 ,2013
5 ,0 ,录取                            ,我是广东理科生，考了539分，可以报贵校吗？                                                                                                                         ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                           ,广东 ,2013
6 ,0 ,专业                            ,请问英语会招收理工科的学生吗？                                                                                                                                ,在广东省，英语专业文理兼招。详见广东海洋大学2013年招生计划。                                                                                                                                            ,广东 ,2013
7 ,0 ,咨询                            ,请问529理科能上贵校吗？广东考生。                                                                                                                             ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。"                                                                                           ,广东 ,2013
8 ,0 ,广东考生                          ,老师您好，我是广东的考生，是读理科的我的高考分数刚好是二本A线，报考你们学校有把握吗？几率是多少呢？                                                                                             ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名"                                                                                            ,广东 ,2013
9 ,0 ,安徽美术生                         ,校考已取得合格证，27名，文化课过安徽省本科280大分68分也就是348，有没有希望考到贵校。明天填志愿了，希望老师能及早回复，谢谢了。                                                                           ,您的高考分数参照我校往年的录取情况，您有被我校录取的希望，但我们不能确保。往年的录取数据可登录我校招生网页查看。                                                                                                                    ,安徽 ,2013
10,0 ,专业咨询                          ,今年高考总分538想报考该校会计专业可能性大吗                                                                                                                        ," 我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。专业录取分数请参照往年数据，往年的录取数据可登录我校招生网页查看。"                                                         ,广东 ,2013
11,0 ,志愿填报                          ,"老师好,我是广东高考音乐生,以第二批本科A类院校为例,志愿表中分统考、统考+校考及校考,我如何填报才算第一志愿填报贵校?志愿表中的专业1-专业6是什么意思?我文化分380多分,术科单考排名60几能被贵校录取吗?谢谢!"                                 , 参照去年的录取情况，在填报第一志愿的情况下有希望被录取。                                                                                                                                               ,广东 ,2013
12,0 ,报考问题                          ,我是广东理科生，今年547分，希望报考贵校。想了解贵校今年的本科招生人数是否扩招，大概在省几名才有把握？                                                                                           ,"我们学校2012年在广东省文科类和理科类的录取最低分分别高出广东省的二A控制线8分和12分，被录取的考生的最低排位为文科33,444名，理科为81,231名。今年未扩招。"                                                                                     ,广东 ,2013
